time, drone_x, drone_y, drone_z, drone_roll, drone_pitch, drone_yaw, target_x, target_y, target_z, target_direction, distance_to_target, aiming_error, m1_power, m2_power, m3_power, m4_power, cumulative_energy
7.800, 2.863, 1.536, 2.647, 0.072, 0.027, -1.559, 2.891, 0.773, 2.605, -1.275, 0.764, 0.024, 0.421, 0.483, 0.471, 0.273, 272.507
7.850, 2.888, 1.520, 2.646, 0.090, 0.031, -1.580, 2.897, 0.752, 2.608, -1.286, 0.769, 0.021, 0.980, 1.000, 1.000, 0.903, 276.390
7.900, 2.908, 1.503, 2.647, 0.065, 0.032, -1.598, 2.904, 0.730, 2.612, -1.297, 0.773, 0.021, 0.000, 0.017, 0.035, 0.000, 276.442
7.950, 2.925, 1.484, 2.646, -0.005, 0.014, -1.616, 2.910, 0.708, 2.615, -1.308, 0.777, 0.025, 1.000, 1.000, 0.829, 1.000, 280.271
8.000, 2.940, 1.466, 2.651, -0.079, -0.030, -1.630, 2.916, 0.686, 2.618, -1.319, 0.781, 0.028, 0.000, 0.000, 0.000, 0.148, 280.419
8.050, 2.953, 1.450, 2.665, -0.069, -0.077, -1.633, 2.922, 0.664, 2.622, -1.329, 0.788, 0.023, 0.805, 0.824, 1.000, 1.000, 284.047
8.100, 2.964, 1.437, 2.682, -0.038, -0.003, -1.646, 2.927, 0.641, 2.625, -1.339, 0.799, 0.029, 0.090, 0.000, 0.000, 0.078, 284.215
8.150, 2.978, 1.417, 2.694, 0.027, 0.009, -1.661, 2.933, 0.618, 2.628, -1.349, 0.803, 0.033, 0.061, 0.098, 0.000, 0.000, 284.373
8.200, 2.993, 1.394, 2.691, 0.035, 0.041, -1.673, 2.938, 0.596, 2.631, -1.359, 0.803, 0.033, 0.007, 0.081, 0.052, 0.000, 284.514
8.250, 3.008, 1.367, 2.696, 0.109, 0.040, -1.680, 2.943, 0.572, 2.635, -1.369, 0.800, 0.027, 0.000, 0.145, 0.220, 0.000, 284.880
8.300, 3.024, 1.344, 2.693, 0.135, 0.042, -1.690, 2.947, 0.549, 2.638, -1.379, 0.800, 0.023, 0.951, 1.000, 1.000, 0.882, 288.712
8.350, 3.039, 1.320, 2.692, 0.022, 0.017, -1.701, 2.952, 0.526, 2.641, -1.389, 0.800, 0.021, 0.673, 0.676, 0.774, 0.743, 291.578
8.400, 3.054, 1.293, 2.691, 0.023, 0.003, -1.715, 2.956, 0.502, 2.644, -1.398, 0.798, 0.021, 0.018, 0.000, 0.000, 0.002, 291.599
8.450, 3.067, 1.266, 2.689, 0.015, 0.019, -1.728, 2.960, 0.479, 2.647, -1.407, 0.796, 0.022, 1.000, 0.932, 0.999, 1.000, 295.530
8.500, 3.082, 1.240, 2.688, 0.015, 0.003, -1.736, 2.964, 0.455, 2.651, -1.417, 0.795, 0.016, 0.998, 1.000, 0.916, 1.000, 299.443
8.550, 3.096, 1.214, 2.686, 0.014, -0.005, -1.751, 2.968, 0.431, 2.654, -1.426, 0.794, 0.019, 0.963, 0.912, 1.000, 1.000, 303.318
8.600, 3.104, 1.194, 2.699, -0.081, -0.041, -1.757, 2.972, 0.407, 2.657, -1.435, 0.799, 0.020, 0.003, 0.000, 0.046, 0.106, 303.472
8.650, 3.116, 1.179, 2.707, -0.094, -0.030, -1.759, 2.975, 0.383, 2.660, -1.444, 0.810, 0.013, 0.000, 0.000, 0.000, 0.143, 303.616
8.700, 3.133, 1.161, 2.716, -0.002, 0.041, -1.765, 2.978, 0.359, 2.663, -1.453, 0.818, 0.004, 1.000, 1.000, 0.974, 0.977, 307.566
8.750, 3.148, 1.136, 2.719, -0.003, 0.018, -1.785, 2.981, 0.335, 2.666, -1.461, 0.821, 0.009, 0.253, 0.302, 0.267, 0.226, 308.614
8.800, 3.167, 1.112, 2.722, 0.096, 0.054, -1.798, 2.984, 0.310, 2.669, -1.470, 0.824, 0.003, 0.000, 0.139, 0.140, 0.000, 308.892
8.850, 3.183, 1.087, 2.728, 0.132, 0.063, -1.811, 2.986, 0.286, 2.672, -1.479, 0.826, 0.001, 1.000, 1.000, 1.000, 0.645, 312.537
8.900, 3.192, 1.065, 2.737, 0.114, 0.052, -1.829, 2.989, 0.261, 2.676, -1.487, 0.832, 0.010, 0.006, 0.026, 0.161, 0.000, 312.730
8.950, 3.201, 1.044, 2.742, 0.127, 0.043, -1.842, 2.991, 0.236, 2.679, -1.496, 0.836, 0.016, 0.000, 0.042, 0.143, 0.000, 312.916
9.000, 3.210, 1.018, 2.741, 0.064, 0.026, -1.844, 2.992, 0.212, 2.682, -1.505, 0.838, 0.011, 1.000, 1.000, 0.925, 0.963, 316.804
9.050, 3.219, 0.995, 2.748, -0.047, 0.001, -1.855, 2.994, 0.187, 2.685, -1.513, 0.841, 0.013, 1.000, 0.926, 0.884, 1.000, 320.614
9.100, 3.232, 0.973, 2.752, -0.107, -0.004, -1.857, 2.996, 0.162, 2.688, -1.521, 0.847, 0.003, 0.942, 0.913, 0.942, 1.000, 324.411
9.150, 3.243, 0.944, 2.755, -0.074, -0.058, -1.868, 2.997, 0.137, 2.691, -1.530, 0.846, 0.002, 0.882, 0.844, 1.000, 1.000, 328.137
9.200, 3.252, 0.916, 2.764, -0.049, 0.005, -1.871, 2.998, 0.112, 2.694, -1.538, 0.846, 0.006, 0.242, 0.000, 0.000, 0.000, 328.379
9.250, 3.256, 0.885, 2.756, 0.004, 0.057, -1.881, 2.999, 0.087, 2.697, -1.547, 0.840, 0.002, 1.000, 1.000, 0.906, 0.882, 332.166
9.300, 3.268, 0.852, 2.761, 0.175, 0.038, -1.894, 2.999, 0.062, 2.700, -1.555, 0.836, 0.005, 0.000, 0.104, 0.235, 0.000, 332.505
9.350, 3.278, 0.824, 2.760, 0.101, 0.017, -1.909, 3.000, 0.037, 2.703, -1.563, 0.837, 0.002, 0.000, 0.011, 0.118, 0.000, 332.633
9.400, 3.287, 0.797, 2.758, 0.108, 0.027, -1.918, 3.000, 0.012, 2.706, -1.572, 0.838, 0.003, 0.000, 0.015, 0.051, 0.000, 332.699
9.450, 3.293, 0.769, 2.756, 0.008, 0.001, -1.926, 3.000, -0.013, 2.709, -1.580, 0.836, 0.003, 0.344, 0.227, 0.215, 0.350, 333.835
9.500, 3.296, 0.742, 2.758, -0.113, -0.040, -1.931, 3.000, -0.038, 2.712, -1.588, 0.835, 0.003, 0.049, 0.000, 0.000, 0.146, 334.031
9.550, 3.309, 0.719, 2.764, -0.089, -0.026, -1.945, 2.999, -0.063, 2.714, -1.597, 0.842, 0.003, 0.000, 0.000, 0.000, 0.243, 334.274
9.600, 3.317, 0.697, 2.777, -0.062, -0.053, -1.949, 2.999, -0.088, 2.717, -1.605, 0.848, 0.007, 0.000, 0.000, 0.000, 0.248, 334.522
9.650, 3.324, 0.675, 2.794, -0.044, 0.008, -1.963, 2.998, -0.113, 2.720, -1.613, 0.856, 0.001, 0.173, 0.000, 0.000, 0.061, 334.756
9.700, 3.338, 0.651, 2.799, 0.173, 0.038, -1.968, 2.997, -0.137, 2.723, -1.622, 0.862, 0.011, 0.729, 0.873, 0.707, 0.151, 337.215
9.750, 3.348, 0.632, 2.801, 0.161, 0.085, -1.985, 2.996, -0.162, 2.726, -1.630, 0.872, 0.004, 1.000, 1.000, 1.000, 0.716, 340.931
9.800, 3.357, 0.610, 2.801, 0.077, 0.013, -1.994, 2.994, -0.187, 2.729, -1.639, 0.878, 0.004, 0.000, 0.000, 0.022, 0.032, 340.985
9.850, 3.368, 0.586, 2.801, -0.087, -0.015, -2.014, 2.992, -0.212, 2.732, -1.647, 0.885, 0.003, 0.966, 0.783, 1.000, 1.000, 344.734
9.900, 3.379, 0.564, 2.816, -0.124, 0.024, -2.031, 2.991, -0.237, 2.735, -1.656, 0.894, 0.009, 0.865, 1.000, 0.876, 1.000, 348.475
9.950, 3.380, 0.531, 2.823, -0.090, -0.108, -2.035, 2.989, -0.261, 2.737, -1.665, 0.887, 0.006, 0.000, 0.000, 0.124, 0.243, 348.842
10.000, 3.381, 0.501, 2.821, 0.003, -0.051, -2.041, 2.986, -0.286, 2.740, -1.673, 0.884, 0.005, 0.000, 0.000, 0.107, 0.134, 349.083
10.050, 3.386, 0.470, 2.830, 0.122, 0.059, -2.041, 2.984, -0.310, 2.743, -1.682, 0.882, 0.005, 0.119, 0.037, 0.250, 0.000, 349.489
10.100, 3.387, 0.436, 2.828, 0.170, 0.048, -2.044, 2.981, -0.335, 2.746, -1.691, 0.875, 0.011, 0.000, 0.087, 0.390, 0.000, 349.966
10.150, 3.390, 0.402, 2.822, 0.188, 0.018, -2.056, 2.978, -0.359, 2.749, -1.700, 0.869, 0.010, 0.937, 1.000, 1.000, 0.918, 353.821
10.200, 3.390, 0.369, 2.813, 0.004, -0.009, -2.061, 2.975, -0.383, 2.751, -1.709, 0.862, 0.014, 1.000, 0.985, 0.864, 1.000, 357.670
10.250, 3.394, 0.341, 2.807, -0.054, -0.002, -2.087, 2.972, -0.407, 2.754, -1.718, 0.861, 0.002, 0.974, 0.839, 0.977, 1.000, 361.461
10.300, 3.400, 0.314, 2.812, -0.101, -0.053, -2.081, 2.968, -0.431, 2.757, -1.727, 0.864, 0.016, 0.780, 0.874, 1.000, 1.000, 365.114
10.350, 3.410, 0.292, 2.818, -0.018, -0.095, -2.091, 2.964, -0.455, 2.759, -1.736, 0.872, 0.017, 0.000, 0.000, 0.150, 0.378, 365.643
10.400, 3.411, 0.271, 2.829, -0.016, 0.030, -2.103, 2.960, -0.479, 2.762, -1.746, 0.878, 0.009, 0.067, 0.000, 0.000, 0.000, 365.709
10.450, 3.416, 0.239, 2.827, 0.152, 0.054, -2.105, 2.956, -0.503, 2.765, -1.755, 0.875, 0.021, 0.009, 0.185, 0.295, 0.000, 366.198
10.500, 3.423, 0.209, 2.823, 0.188, -0.007, -2.117, 2.952, -0.526, 2.768, -1.765, 0.875, 0.024, 0.906, 1.000, 1.000, 1.000, 370.104
10.550, 3.423, 0.189, 2.826, -0.085, 0.014, -2.135, 2.947, -0.550, 2.770, -1.774, 0.880, 0.008, 0.028, 0.000, 0.000, 0.137, 370.269
10.600, 3.422, 0.159, 2.826, -0.122, -0.011, -2.142, 2.943, -0.573, 2.773, -1.784, 0.876, 0.009, 0.000, 0.000, 0.000, 0.204, 370.473
10.650, 3.423, 0.125, 2.840, -0.037, -0.061, -2.160, 2.938, -0.596, 2.775, -1.794, 0.872, 0.003, 0.000, 0.000, 0.000, 0.189, 370.662
10.700, 3.418, 0.096, 2.854, 0.040, 0.022, -2.165, 2.932, -0.619, 2.778, -1.804, 0.867, 0.003, 0.146, 0.013, 0.091, 0.000, 370.912
10.750, 3.420, 0.063, 2.841, 0.223, 0.014, -2.162, 2.927, -0.641, 2.781, -1.815, 0.862, 0.020, 0.668, 0.839, 0.935, 0.494, 373.848
10.800, 3.424, 0.038, 2.838, 0.073, -0.038, -2.171, 2.922, -0.664, 2.783, -1.825, 0.865, 0.022, 0.000, 0.000, 0.000, 0.101, 373.949
10.850, 3.429, 0.025, 2.842, -0.093, 0.010, -2.189, 2.916, -0.686, 2.786, -1.836, 0.879, 0.007, 0.969, 0.881, 0.851, 1.000, 377.649
10.900, 3.431, 0.009, 2.845, -0.144, -0.003, -2.188, 2.910, -0.708, 2.788, -1.847, 0.888, 0.011, 0.882, 0.940, 0.914, 1.000, 381.386
10.950, 3.436, -0.018, 2.847, -0.048, -0.031, -2.191, 2.904, -0.730, 2.791, -1.858, 0.891, 0.022, 0.000, 0.000, 0.088, 0.179, 381.653
11.000, 3.449, -0.045, 2.861, 0.251, 0.042, -2.202, 2.897, -0.752, 2.794, -1.869, 0.900, 0.032, 0.000, 0.133, 0.533, 0.000, 382.319
11.050, 3.453, -0.064, 2.870, 0.257, 0.056, -2.222, 2.891, -0.773, 2.796, -1.880, 0.908, 0.019, 0.000, 0.118, 0.218, 0.000, 382.654
11.100, 3.450, -0.088, 2.868, 0.066, 0.046, -2.226, 2.884, -0.795, 2.799, -1.892, 0.909, 0.020, 1.000, 1.000, 0.938, 0.971, 386.563
11.150, 3.441, -0.118, 2.868, -0.093, 0.004, -2.249, 2.877, -0.816, 2.801, -1.904, 0.900, 0.002, 0.694, 0.542, 0.642, 0.900, 389.341
11.200, 3.435, -0.152, 2.864, -0.137, -0.062, -2.245, 2.870, -0.837, 2.804, -1.916, 0.890, 0.016, 0.749, 0.895, 1.000, 1.000, 392.985
11.250, 3.444, -0.180, 2.882, 0.070, 0.017, -2.261, 2.862, -0.857, 2.806, -1.928, 0.896, 0.019, 0.070, 0.087, 0.000, 0.000, 393.142
11.300, 3.449, -0.204, 2.882, 0.266, 0.034, -2.275, 2.855, -0.878, 2.809, -1.941, 0.901, 0.019, 0.000, 0.115, 0.193, 0.000, 393.450
11.350, 3.446, -0.226, 2.877, 0.014, -0.007, -2.297, 2.847, -0.898, 2.811, -1.954, 0.902, 0.002, 0.986, 0.934, 0.910, 1.000, 397.279
11.400, 3.441, -0.250, 2.877, -0.187, 0.022, -2.328, 2.839, -0.918, 2.813, -1.967, 0.901, 0.024, 1.000, 1.000, 0.602, 1.000, 400.881
11.450, 3.436, -0.279, 2.885, -0.099, -0.101, -2.320, 2.831, -0.937, 2.816, -1.980, 0.897, 0.007, 0.000, 0.000, 0.111, 0.262, 401.254
11.500, 3.432, -0.300, 2.886, 0.032, -0.002, -2.319, 2.822, -0.957, 2.818, -1.994, 0.898, 0.000, 0.281, 0.000, 0.005, 0.000, 401.540
11.550, 3.431, -0.323, 2.883, 0.141, 0.070, -2.314, 2.814, -0.976, 2.821, -2.008, 0.901, 0.014, 0.062, 0.270, 0.187, 0.000, 402.059
11.600, 3.433, -0.349, 2.877, 0.192, 0.038, -2.322, 2.805, -0.995, 2.823, -2.022, 0.902, 0.020, 0.995, 1.000, 1.000, 0.827, 405.881
11.650, 3.432, -0.377, 2.870, 0.071, -0.009, -2.346, 2.796, -1.013, 2.825, -2.036, 0.901, 0.010, 1.000, 1.000, 0.819, 1.000, 409.700
11.700, 3.428, -0.398, 2.869, -0.141, 0.003, -2.378, 2.787, -1.032, 2.828, -2.051, 0.902, 0.017, 0.083, 0.000, 0.000, 0.057, 409.840
11.750, 3.428, -0.423, 2.870, -0.122, -0.075, -2.371, 2.778, -1.050, 2.830, -2.067, 0.904, 0.003, 0.793, 0.889, 1.000, 1.000, 413.522
11.800, 3.436, -0.443, 2.887, 0.005, 0.025, -2.378, 2.768, -1.067, 2.832, -2.082, 0.916, 0.012, 0.225, 0.000, 0.000, 0.000, 413.746
11.850, 3.449, -0.466, 2.895, 0.318, 0.017, -2.389, 2.758, -1.085, 2.835, -2.098, 0.929, 0.023, 0.943, 1.000, 1.000, 0.711, 417.400
11.900, 3.453, -0.481, 2.897, 0.134, 0.030, -2.417, 2.748, -1.102, 2.837, -2.114, 0.942, 0.003, 0.830, 0.956, 0.818, 0.849, 420.853
11.950, 3.449, -0.501, 2.911, -0.035, 0.042, -2.439, 2.738, -1.119, 2.839, -2.131, 0.944, 0.013, 0.111, 0.000, 0.000, 0.000, 420.964
12.000, 3.443, -0.537, 2.903, -0.106, -0.004, -2.444, 2.728, -1.135, 2.841, -2.148, 0.934, 0.001, 0.190, 0.032, 0.026, 0.276, 421.488
12.050, 3.439, -0.574, 2.896, -0.137, -0.032, -2.457, 2.717, -1.151, 2.844, -2.165, 0.926, 0.010, 0.758, 0.683, 0.510, 0.921, 424.361
12.100, 3.446, -0.606, 2.898, -0.060, -0.012, -2.467, 2.707, -1.167, 2.846, -2.183, 0.929, 0.026, 0.053, 0.000, 0.000, 0.028, 424.443
12.150, 3.448, -0.637, 2.902, 0.023, 0.025, -2.493, 2.696, -1.183, 2.848, -2.201, 0.931, 0.020, 0.121, 0.000, 0.066, 0.000, 424.631
12.200, 3.450, -0.672, 2.908, 0.194, 0.019, -2.517, 2.685, -1.198, 2.850, -2.220, 0.931, 0.023, 0.954, 1.000, 1.000, 0.811, 428.396
12.250, 3.454, -0.705, 2.895, 0.063, -0.045, -2.536, 2.674, -1.213, 2.853, -2.239, 0.932, 0.028, 0.049, 0.000, 0.000, 0.101, 428.546
12.300, 3.462, -0.727, 2.894, -0.166, -0.011, -2.563, 2.662, -1.227, 2.855, -2.259, 0.945, 0.020, 0.054, 0.000, 0.000, 0.195, 428.795
12.350, 3.468, -0.738, 2.910, -0.082, -0.011, -2.585, 2.650, -1.242, 2.857, -2.278, 0.962, 0.005, 0.000, 0.000, 0.000, 0.320, 429.114
12.400, 3.461, -0.758, 2.921, 0.109, 0.075, -2.597, 2.639, -1.255, 2.859, -2.299, 0.963, 0.001, 1.000, 1.000, 1.000, 0.566, 432.680
12.450, 3.445, -0.795, 2.911, 0.130, 0.014, -2.615, 2.627, -1.269, 2.861, -2.319, 0.948, 0.002, 0.958, 1.000, 1.000, 0.961, 436.599
12.500, 3.434, -0.842, 2.892, 0.000, -0.016, -2.626, 2.615, -1.282, 2.863, -2.341, 0.931, 0.023, 1.000, 1.000, 0.759, 1.000, 440.357
12.550, 3.427, -0.886, 2.886, -0.158, -0.052, -2.653, 2.602, -1.295, 2.865, -2.362, 0.921, 0.028, 0.118, 0.000, 0.000, 0.117, 440.592
12.600, 3.442, -0.928, 2.890, -0.078, -0.120, -2.689, 2.590, -1.307, 2.867, -2.384, 0.934, 0.033, 0.765, 0.910, 1.000, 1.000, 444.267
12.650, 3.474, -0.937, 2.911, -0.038, -0.078, -2.709, 2.577, -1.319, 2.869, -2.406, 0.976, 0.031, 0.000, 0.000, 0.178, 0.447, 444.891
12.700, 3.500, -0.935, 2.948, 0.166, 0.140, -2.727, 2.564, -1.331, 2.872, -2.429, 1.019, 0.015, 0.133, 0.116, 0.159, 0.000, 445.299
12.750, 3.496, -0.948, 2.950, 0.067, 0.070, -2.741, 2.551, -1.342, 2.874, -2.452, 1.027, 0.005, 1.000, 1.000, 0.913, 0.995, 449.207
12.800, 3.477, -0.997, 2.935, -0.121, -0.011, -2.767, 2.538, -1.353, 2.876, -2.476, 1.007, 0.012, 0.108, 0.000, 0.000, 0.031, 449.347
12.850, 3.462, -1.054, 2.930, -0.064, -0.049, -2.822, 2.524, -1.364, 2.878, -2.500, 0.989, 0.000, 0.685, 1.000, 0.960, 1.000, 452.992
12.900, 3.452, -1.104, 2.933, 0.035, -0.101, -2.847, 2.511, -1.374, 2.880, -2.524, 0.980, 0.015, 0.262, 0.000, 0.008, 0.101, 453.364
12.950, 3.452, -1.144, 2.938, 0.275, 0.032, -2.874, 2.497, -1.384, 2.882, -2.549, 0.987, 0.021, 0.000, 0.114, 0.273, 0.000, 453.751
13.000, 3.451, -1.173, 2.935, 0.055, 0.030, -2.903, 2.483, -1.394, 2.884, -2.574, 0.995, 0.014, 0.081, 0.004, 0.000, 0.011, 453.847
13.050, 3.438, -1.201, 2.934, -0.082, 0.066, -2.936, 2.469, -1.403, 2.885, -2.599, 0.991, 0.000, 0.046, 0.034, 0.000, 0.000, 453.927
13.100, 3.412, -1.252, 2.918, -0.101, -0.034, -2.938, 2.455, -1.411, 2.887, -2.624, 0.972, 0.038, 0.220, 0.142, 0.000, 0.119, 454.407
13.150, 3.400, -1.312, 2.922, -0.006, -0.057, -2.974, 2.440, -1.420, 2.889, -2.650, 0.966, 0.057, 0.212, 0.000, 0.000, 0.000, 454.619
13.200, 3.400, -1.362, 2.925, 0.293, 0.014, -3.017, 2.425, -1.427, 2.891, -2.676, 0.977, 0.058, 0.000, 0.152, 0.350, 0.000, 455.121
13.250, 3.396, -1.385, 2.925, 0.036, 0.065, -3.068, 2.411, -1.435, 2.893, -2.702, 0.987, 0.024, 0.594, 0.610, 0.648, 0.599, 457.572
13.300, 3.371, -1.416, 2.918, -0.150, 0.027, -3.088, 2.396, -1.442, 2.895, -2.728, 0.976, 0.027, 0.931, 0.940, 0.900, 1.000, 461.343
13.350, 3.340, -1.473, 2.925, -0.039, -0.050, -3.124, 2.381, -1.449, 2.897, -2.754, 0.960, 0.042, 0.010, 0.000, 0.000, 0.036, 461.390
13.400, 3.295, -1.526, 2.945, 0.365, 0.370, 3.117, 2.365, -1.455, 2.899, -2.781, 0.934, 0.052, 0.853, 1.000, 1.000, 0.000, 464.242
13.450, 3.147, -1.484, 2.972, 0.342, 0.120, 3.094, 2.350, -1.461, 2.900, -2.807, 0.801, 0.018, 0.211, 0.000, 0.000, 0.000, 464.454
13.500, 2.982, -1.353, 2.918, 0.033, -0.137, 3.101, 2.334, -1.466, 2.902, -2.834, 0.658, 0.214, 0.000, 0.000, 0.022, 0.035, 464.511
13.550, 2.861, -1.230, 2.920, -0.433, 0.079, -2.971, 2.318, -1.471, 2.904, -2.860, 0.594, 0.248, 0.837, 1.000, 1.000, 1.000, 468.348
13.600, 2.768, -1.245, 2.913, -0.279, -0.201, -2.630, 2.302, -1.476, 2.906, -2.886, 0.520, 0.051, 1.000, 0.832, 1.000, 0.932, 472.112
13.650, 2.783, -1.315, 2.899, -0.157, -0.323, -2.726, 2.286, -1.480, 2.908, -2.913, 0.524, 0.094, 0.933, 0.995, 0.765, 1.000, 475.805
13.700, 2.904, -1.320, 2.895, 0.017, -0.124, -2.815, 2.270, -1.484, 2.909, -2.939, 0.655, 0.074, 0.853, 0.868, 0.840, 1.000, 479.366
13.750, 3.046, -1.240, 2.922, -0.039, 0.147, -2.855, 2.254, -1.488, 2.911, -2.965, 0.830, 0.016, 0.317, 0.000, 0.000, 0.073, 479.756
13.800, 3.137, -1.173, 2.950, 0.037, 0.174, -2.883, 2.237, -1.491, 2.913, -2.990, 0.955, 0.081, 1.000, 1.000, 1.000, 0.596, 483.352
13.850, 3.179, -1.172, 2.966, 0.155, 0.071, -2.876, 2.220, -1.493, 2.914, -3.016, 1.012, 0.057, 0.000, 0.098, 0.258, 0.000, 483.708
13.900, 3.199, -1.219, 2.959, -0.214, 0.001, -2.905, 2.203, -1.495, 2.916, -3.041, 1.034, 0.034, 1.000, 0.927, 0.773, 1.000, 487.408
13.950, 3.230, -1.305, 2.941, -0.113, -0.082, -2.950, 2.186, -1.497, 2.918, -3.066, 1.062, 0.009, 0.000, 0.000, 0.055, 0.291, 487.754
14.000, 3.284, -1.400, 2.933, 0.289, -0.063, -3.030, 2.169, -1.498, 2.919, -3.090, 1.120, 0.023, 0.000, 0.033, 0.254, 0.000, 488.042
14.050, 3.340, -1.455, 2.937, 0.075, 0.092, -3.112, 2.152, -1.499, 2.921, -3.114, 1.189, 0.008, 0.013, 0.000, 0.057, 0.000, 488.112
14.100, 3.358, -1.510, 2.950, 0.080, 0.453, 3.098, 2.134, -1.500, 2.923, -3.138, 1.224, 0.035, 1.000, 1.000, 0.737, 1.000, 491.849
14.150, 3.225, -1.529, 2.979, 0.237, 0.336, 3.122, 2.117, -1.500, 2.924, 3.122, 1.110, 0.006, 0.987, 0.994, 0.992, 1.000, 495.821
14.200, 2.981, -1.460, 2.948, 0.144, 0.104, 3.131, 2.099, -1.500, 2.926, 3.099, 0.883, 0.056, 0.898, 0.904, 0.899, 0.886, 499.407
14.250, 2.698, -1.360, 2.910, -0.388, 0.153, -3.121, 2.081, -1.499, 2.927, 3.076, 0.632, 0.201, 1.000, 0.872, 0.125, 1.000, 502.404
14.300, 2.422, -1.405, 2.884, -0.593, -0.300, -2.692, 2.063, -1.498, 2.929, 3.054, 0.374, 0.197, 1.000, 0.856, 0.931, 0.943, 506.134
14.350, 2.350, -1.608, 2.882, 0.015, -0.598, -2.905, 2.045, -1.496, 2.931, 3.032, 0.328, 0.589, 0.838, 0.712, 0.776, 0.950, 509.411
14.400, 2.512, -1.724, 2.913, 0.057, 0.033, 3.107, 2.026, -1.494, 2.932, 3.011, 0.538, 0.407, 0.809, 0.000, 0.000, 0.000, 510.220
14.450, 2.677, -1.776, 2.955, 0.112, 0.387, 2.884, 2.008, -1.492, 2.934, 2.990, 0.728, 0.144, 0.134, 0.040, 0.000, 0.000, 510.394
14.500, 2.721, -1.774, 2.966, 0.192, 0.235, 2.846, 1.989, -1.489, 2.935, 2.970, 0.786, 0.075, 0.065, 0.020, 0.002, 0.000, 510.480
14.550, 2.703, -1.689, 2.944, 0.062, 0.067, 2.823, 1.970, -1.486, 2.936, 2.950, 0.760, 0.048, 0.984, 1.000, 0.965, 1.000, 514.429
14.600, 2.665, -1.570, 2.922, -0.034, -0.004, 2.886, 1.952, -1.482, 2.938, 2.930, 0.719, 0.133, 0.966, 1.000, 0.966, 1.000, 518.361
14.650, 2.623, -1.466, 2.911, -0.087, 0.014, 3.005, 1.932, -1.478, 2.939, 2.911, 0.691, 0.154, 0.000, 0.015, 0.000, 0.000, 518.376
14.700, 2.572, -1.394, 2.905, -0.077, 0.050, -3.140, 1.913, -1.474, 2.941, 2.893, 0.664, 0.118, 0.011, 0.006, 0.008, 0.000, 518.401
14.750, 2.523, -1.404, 2.917, -0.191, -0.125, -3.037, 1.894, -1.469, 2.942, 2.875, 0.632, 0.002, 1.000, 1.000, 0.860, 0.850, 522.111
14.800, 2.532, -1.508, 2.914, -0.059, -0.292, -3.116, 1.875, -1.464, 2.944, 2.857, 0.659, 0.093, 0.079, 0.000, 0.000, 0.167, 522.356
14.850, 2.616, -1.617, 2.912, -0.003, 0.412, 3.067, 1.855, -1.458, 2.945, 2.840, 0.778, 0.131, 0.505, 0.451, 0.000, 0.420, 523.732
14.900, 2.593, -1.668, 2.924, 0.202, 0.264, 2.982, 1.835, -1.452, 2.946, 2.824, 0.788, 0.118, 0.370, 0.339, 0.216, 0.379, 525.037
14.950, 2.487, -1.629, 2.899, 0.124, 0.047, 2.899, 1.815, -1.445, 2.948, 2.808, 0.698, 0.024, 0.000, 0.004, 0.000, 0.038, 525.079
15.000, 2.372, -1.537, 2.876, 0.010, -0.081, 2.894, 1.795, -1.438, 2.949, 2.792, 0.590, 0.078, 0.000, 0.047, 0.000, 0.054, 525.180
15.050, 2.288, -1.446, 2.868, -0.059, -0.098, 2.979, 1.775, -1.431, 2.950, 2.777, 0.519, 0.133, 0.000, 0.020, 0.025, 0.008, 525.233
15.100, 2.236, -1.386, 2.873, -0.093, -0.032, 3.103, 1.755, -1.423, 2.952, 2.762, 0.489, 0.116, 0.000, 0.005, 0.023, 0.000, 525.262
15.150, 2.204, -1.374, 2.886, -0.383, -0.151, -3.076, 1.735, -1.415, 2.953, 2.747, 0.476, 0.023, 0.240, 0.000, 0.000, 0.000, 525.502
15.200, 2.238, -1.457, 2.897, -0.094, -0.292, -3.127, 1.714, -1.407, 2.954, 2.733, 0.529, 0.110, 0.228, 0.000, 0.003, 0.000, 525.733
15.250, 2.296, -1.575, 2.896, 0.149, 0.376, 3.005, 1.694, -1.398, 2.955, 2.720, 0.630, 0.149, 0.091, 0.000, 0.084, 0.000, 525.907
15.300, 2.246, -1.639, 2.889, 0.232, 0.185, 2.894, 1.673, -1.389, 2.957, 2.706, 0.628, 0.164, 0.953, 0.987, 1.000, 0.977, 529.825
15.350, 2.145, -1.607, 2.874, 0.126, -0.015, 2.778, 1.652, -1.379, 2.958, 2.694, 0.549, 0.071, 0.000, 0.029, 0.000, 0.045, 529.899
15.400, 2.063, -1.528, 2.866, 0.029, -0.116, 2.753, 1.631, -1.369, 2.959, 2.681, 0.469, 0.035, 0.954, 1.000, 0.975, 1.000, 533.828
15.450, 2.026, -1.455, 2.874, -0.049, -0.095, 2.822, 1.610, -1.359, 2.960, 2.669, 0.435, 0.093, 0.000, 0.031, 0.001, 0.000, 533.861
15.500, 2.016, -1.409, 2.873, -0.071, -0.022, 2.932, 1.589, -1.348, 2.961, 2.657, 0.440, 0.067, 1.000, 0.970, 1.000, 1.000, 537.831
15.550, 2.010, -1.392, 2.879, -0.043, 0.048, 3.014, 1.568, -1.337, 2.962, 2.646, 0.453, 0.004, 0.731, 0.700, 0.794, 0.714, 540.770
